Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Region,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1704,39,Male,Backpack,Accessories,50,California,West,M,Black,Spring,3.4,No,Venmo,Next Day Air,No,No,4,Bank Transfer,Annually
1705,56,Male,Sneakers,Footwear,82,Idaho,West,M,Lavender,Summer,4.4,No,Bank Transfer,Store Pickup,No,No,4,Cash,Every 3 Months
1706,39,Male,Jewelry,Accessories,85,South Dakota,Midwest,L,Cyan,Summer,4.5,No,Venmo,2-Day Shipping,No,No,6,Venmo,Bi-Weekly
1707,37,Male,Sunglasses,Accessories,24,North Dakota,Midwest,M,Brown,Spring,2.7,No,Credit Card,Standard,No,No,17,Venmo,Fortnightly
1708,25,Male,Shorts,Clothing,66,Nevada,West,L,Maroon,Fall,3.9,No,Credit Card,2-Day Shipping,No,No,16,Cash,Bi-Weekly
1709,35,Male,Boots,Footwear,63,Florida,South,L,Cyan,Spring,3.9,No,Bank Transfer,Express,No,No,12,Credit Card,Quarterly
1710,45,Male,Skirt,Clothing,74,Indiana,Midwest,M,Pink,Winter,4.2,No,Venmo,Standard,No,No,17,Bank Transfer,Annually
1711,19,Male,Pants,Clothing,43,Arkansas,South,XL,Orange,Fall,3.3,No,Debit Card,Store Pickup,No,No,12,Credit Card,Quarterly
1712,21,Male,T-shirt,Clothing,25,North Carolina,South,M,Lavender,Spring,2.7,No,Debit Card,Express,No,No,19,Credit Card,Monthly
1713,65,Male,T-shirt,Clothing,25,Illinois,Midwest,S,Beige,Fall,2.7,No,Debit Card,2-Day Shipping,No,No,17,Cash,Fortnightly
1714,49,Male,Jacket,Outerwear,20,Missouri,Midwest,M,Pink,Winter,2.5,No,Venmo,Free Shipping,No,No,4,PayPal,Quarterly
1715,30,Male,Jeans,Clothing,99,South Dakota,Midwest,S,Charcoal,Summer,4.9,No,Bank Transfer,Standard,No,No,14,Cash,Monthly
1716,23,Male,Dress,Clothing,77,Idaho,West,XL,Gray,Spring,4.2,No,PayPal,2-Day Shipping,No,No,14,PayPal,Bi-Weekly
1717,69,Male,Blouse,Clothing,62,Connecticut,Northeast,M,Cyan,Winter,3.8,No,Venmo,Standard,No,No,9,Cash,Every 3 Months
1718,29,Male,Hoodie,Clothing,25,Hawaii,West,L,Orange,Summer,2.7,No,Cash,Express,No,No,10,Debit Card,Bi-Weekly
1719,54,Male,T-shirt,Clothing,45,Maryland,Northeast,L,Pink,Winter,3.3,No,Cash,2-Day Shipping,No,No,19,PayPal,Every 3 Months
1720,45,Male,Sweater,Clothing,35,Maryland,Northeast,M,White,Winter,3,No,Venmo,Free Shipping,No,No,8,Venmo,Quarterly
1721,25,Male,Shorts,Clothing,28,Massachusetts,Northeast,S,Beige,Winter,2.8,No,Cash,Express,No,No,17,Debit Card,Bi-Weekly
1722,34,Male,Jewelry,Accessories,34,Delaware,Northeast,S,Magenta,Spring,3,No,Venmo,Free Shipping,No,No,6,Credit Card,Monthly
1723,46,Male,T-shirt,Clothing,48,Massachusetts,Northeast,L,Violet,Summer,3.4,No,Cash,Standard,No,No,10,Cash,Fortnightly
1724,70,Male,Scarf,Accessories,60,New York,Northeast,XL,Gold,Spring,3.7,No,Bank Transfer,Standard,No,No,4,PayPal,Annually
1725,42,Male,Shoes,Footwear,37,Delaware,Northeast,S,Teal,Winter,3.1,No,PayPal,Free Shipping,No,No,14,PayPal,Weekly
1726,45,Male,Sunglasses,Accessories,66,Massachusetts,Northeast,M,Indigo,Spring,3.9,No,Cash,Next Day Air,No,No,7,Venmo,Quarterly
1727,57,Male,Coat,Outerwear,67,Indiana,Midwest,S,Olive,Summer,4,No,Credit Card,Express,No,No,6,Debit Card,Weekly
1728,49,Male,Blouse,Clothing,63,Virginia,South,S,Violet,Spring,3.9,No,Credit Card,Express,No,No,11,PayPal,Monthly
1729,23,Male,Jeans,Clothing,87,Wyoming,West,L,Black,Fall,4.6,No,Debit Card,Express,No,No,10,Debit Card,Every 3 Months
1730,47,Male,Shorts,Clothing,73,Illinois,Midwest,M,Brown,Winter,4.1,No,Venmo,Store Pickup,No,No,4,Venmo,Fortnightly
1731,23,Male,Shirt,Clothing,63,Alabama,South,S,Silver,Fall,3.8,No,Cash,Free Shipping,No,No,4,Credit Card,Weekly
1732,21,Male,Backpack,Accessories,85,Idaho,West,M,Gray,Fall,4.5,No,Debit Card,Next Day Air,No,No,17,Cash,Monthly
1733,45,Male,Belt,Accessories,64,Rhode Island,Northeast,S,Charcoal,Winter,3.9,No,Cash,Free Shipping,No,No,10,Cash,Every 3 Months
1734,67,Male,Blouse,Clothing,100,New York,Northeast,L,Black,Summer,5,No,Bank Transfer,Express,No,No,17,Credit Card,Annually
1735,31,Male,Jeans,Clothing,57,Missouri,Midwest,L,Brown,Spring,3.7,No,Credit Card,Next Day Air,No,No,20,PayPal,Quarterly
1736,58,Male,Dress,Clothing,64,Texas,South,M,Purple,Winter,3.9,No,Debit Card,Express,No,No,7,Venmo,Annually
1737,57,Male,Shorts,Clothing,38,Tennessee,South,M,Purple,Summer,3.1,No,Cash,2-Day Shipping,No,No,12,Cash,Quarterly
1738,42,Male,Jewelry,Accessories,29,Ohio,Midwest,L,Gray,Summer,2.8,No,Bank Transfer,Store Pickup,No,No,20,Venmo,Bi-Weekly
1739,60,Male,Handbag,Accessories,20,Tennessee,South,M,Green,Spring,2.5,No,PayPal,2-Day Shipping,No,No,12,Credit Card,Weekly
1740,21,Male,Jewelry,Accessories,92,Minnesota,Midwest,L,Silver,Winter,4.7,No,Credit Card,Express,No,No,20,Cash,Weekly
1741,69,Male,Pants,Clothing,51,Wisconsin,Midwest,L,Charcoal,Fall,3.5,No,Cash,Next Day Air,No,No,4,Bank Transfer,Every 3 Months
1742,41,Male,Pants,Clothing,41,Delaware,Northeast,XL,Teal,Winter,3.2,No,Venmo,Next Day Air,No,No,10,Bank Transfer,Monthly
1743,51,Male,Sandals,Footwear,88,Kansas,Midwest,XL,White,Spring,4.6,No,Credit Card,Express,No,No,16,Venmo,Every 3 Months
1744,23,Male,Skirt,Clothing,77,Missouri,Midwest,XL,Brown,Winter,4.2,No,Debit Card,Standard,No,No,14,Bank Transfer,Weekly
1745,57,Male,Sunglasses,Accessories,95,Michigan,Midwest,L,Teal,Winter,4.8,No,PayPal,Standard,No,No,13,PayPal,Weekly
1746,40,Male,Skirt,Clothing,66,West Virginia,South,L,Red,Winter,3.9,No,Credit Card,Store Pickup,No,No,5,Cash,Weekly
1747,65,Male,Handbag,Accessories,28,Alabama,South,L,Brown,Summer,2.8,No,Bank Transfer,Store Pickup,No,No,9,Bank Transfer,Fortnightly
1748,61,Male,Coat,Outerwear,25,New Hampshire,Northeast,M,Yellow,Winter,2.7,No,Cash,Express,No,No,5,Venmo,Quarterly
1749,34,Male,Skirt,Clothing,32,Montana,West,L,Teal,Winter,2.9,No,Bank Transfer,2-Day Shipping,No,No,19,Bank Transfer,Annually
1750,43,Male,Hoodie,Clothing,46,Wyoming,West,L,Pink,Fall,3.4,No,Credit Card,2-Day Shipping,No,No,14,Debit Card,Every 3 Months
1751,31,Male,Sunglasses,Accessories,79,Missouri,Midwest,M,White,Fall,4.3,No,Credit Card,Express,No,No,17,Venmo,Every 3 Months
1752,57,Male,Sweater,Clothing,98,Ohio,Midwest,M,Silver,Winter,4.9,No,PayPal,2-Day Shipping,No,No,8,Cash,Annually
1753,34,Male,Boots,Footwear,70,South Dakota,Midwest,L,Blue,Winter,4,No,Debit Card,Store Pickup,No,No,6,Venmo,Quarterly
1754,25,Male,Skirt,Clothing,78,Colorado,West,L,Black,Fall,4.3,No,Venmo,Next Day Air,No,No,5,Credit Card,Fortnightly
1755,66,Male,Dress,Clothing,88,Massachusetts,Northeast,S,Beige,Fall,4.6,No,Debit Card,2-Day Shipping,No,No,19,Credit Card,Fortnightly
1756,56,Male,Belt,Accessories,77,Delaware,Northeast,XL,Charcoal,Spring,4.3,No,Cash,Next Day Air,No,No,4,Cash,Monthly
1757,49,Male,Jewelry,Accessories,97,New Hampshire,Northeast,S,Cyan,Fall,4.9,No,PayPal,Free Shipping,No,No,11,Bank Transfer,Weekly
1758,19,Male,Dress,Clothing,49,Michigan,Midwest,L,Yellow,Fall,3.4,No,Bank Transfer,Standard,No,No,19,Debit Card,Annually
1759,27,Male,Hat,Accessories,45,Pennsylvania,Northeast,M,Silver,Winter,3.3,No,Debit Card,Free Shipping,No,No,11,Venmo,Bi-Weekly
1760,68,Male,Sweater,Clothing,91,Louisiana,South,L,Green,Spring,4.7,No,Venmo,Next Day Air,No,No,12,PayPal,Weekly
1761,20,Male,Skirt,Clothing,87,Minnesota,Midwest,XL,Peach,Spring,4.6,No,Credit Card,Standard,No,No,9,PayPal,Weekly
1762,21,Male,Hoodie,Clothing,56,Hawaii,West,S,Green,Fall,3.6,No,PayPal,2-Day Shipping,No,No,19,Cash,Weekly
1763,36,Male,Sandals,Footwear,26,Idaho,West,M,Brown,Summer,2.7,No,Credit Card,Express,No,No,8,Bank Transfer,Fortnightly
1764,37,Male,Jewelry,Accessories,77,Vermont,Northeast,M,Lavender,Winter,4.3,No,Venmo,Store Pickup,No,No,19,PayPal,Annually
1765,61,Male,Dress,Clothing,62,Delaware,Northeast,M,Charcoal,Summer,3.8,No,PayPal,Store Pickup,No,No,11,Venmo,Quarterly
1766,68,Male,Hoodie,Clothing,76,New Mexico,West,M,Orange,Spring,4.2,No,Bank Transfer,2-Day Shipping,No,No,18,Venmo,Quarterly
1767,60,Male,Sweater,Clothing,62,Alaska,West,S,Cyan,Winter,3.8,No,Venmo,2-Day Shipping,No,No,11,Cash,Bi-Weekly
1768,69,Male,Jewelry,Accessories,49,Minnesota,Midwest,L,Lavender,Fall,3.4,No,PayPal,2-Day Shipping,No,No,18,Debit Card,Fortnightly
1769,25,Male,Sandals,Footwear,21,Nebraska,Midwest,M,Indigo,Summer,2.6,No,Venmo,2-Day Shipping,No,No,9,PayPal,Every 3 Months
1770,32,Male,Socks,Clothing,64,Alaska,West,L,Brown,Winter,3.9,No,Credit Card,Free Shipping,No,No,15,Cash,Monthly
1771,53,Male,Backpack,Accessories,94,Michigan,Midwest,M,Pink,Fall,4.8,No,Credit Card,Express,No,No,4,Bank Transfer,Weekly
1772,46,Male,Shirt,Clothing,66,Indiana,Midwest,XL,Turquoise,Fall,3.9,No,Credit Card,Store Pickup,No,No,16,Credit Card,Annually
1773,58,Male,Shoes,Footwear,33,Hawaii,West,M,Gold,Summer,2.9,No,PayPal,2-Day Shipping,No,No,7,Bank Transfer,Annually
1774,21,Male,Coat,Outerwear,62,West Virginia,South,M,Blue,Summer,3.8,No,Cash,Free Shipping,No,No,18,PayPal,Annually
1775,46,Male,Sweater,Clothing,65,New York,Northeast,M,Lavender,Spring,3.9,No,Bank Transfer,Express,No,No,16,PayPal,Weekly
1776,18,Male,Jacket,Outerwear,43,Iowa,Midwest,M,Violet,Spring,3.3,No,Bank Transfer,2-Day Shipping,No,No,9,Cash,Bi-Weekly
1777,56,Male,Jacket,Outerwear,58,Arizona,West,L,Cyan,Summer,3.7,No,Bank Transfer,Free Shipping,No,No,13,Venmo,Every 3 Months
1778,18,Male,Sneakers,Footwear,30,Minnesota,Midwest,L,Purple,Winter,2.9,No,Cash,Free Shipping,No,No,9,Cash,Fortnightly
1779,49,Male,Belt,Accessories,52,Texas,South,M,Red,Winter,3.5,No,Debit Card,Store Pickup,No,No,19,Debit Card,Bi-Weekly
1780,29,Male,Scarf,Accessories,40,Virginia,South,M,Charcoal,Winter,3.2,No,Bank Transfer,Free Shipping,No,No,12,Venmo,Weekly
1781,67,Male,Jewelry,Accessories,79,North Dakota,Midwest,S,Gray,Summer,4.3,No,Cash,Next Day Air,No,No,16,Credit Card,Weekly
1782,31,Male,T-shirt,Clothing,85,Iowa,Midwest,M,Pink,Fall,4.5,No,PayPal,Express,No,No,7,Bank Transfer,Quarterly
1783,52,Male,Pants,Clothing,44,Utah,West,M,Lavender,Fall,3.3,No,Credit Card,Next Day Air,No,No,18,Bank Transfer,Fortnightly
1784,42,Male,Handbag,Accessories,94,Ohio,Midwest,L,Lavender,Winter,4.8,No,Cash,Free Shipping,No,No,10,Credit Card,Monthly
1785,32,Male,Backpack,Accessories,34,Louisiana,South,L,Yellow,Summer,3,No,Cash,Standard,No,No,6,Debit Card,Quarterly
1786,47,Male,Gloves,Accessories,53,Iowa,Midwest,S,Peach,Fall,3.5,No,Bank Transfer,Next Day Air,No,No,6,Venmo,Monthly
1787,45,Male,Jacket,Outerwear,96,Maryland,Northeast,M,Brown,Spring,4.9,No,Debit Card,2-Day Shipping,No,No,7,Venmo,Monthly
1788,20,Male,Sweater,Clothing,36,Montana,West,L,Gold,Fall,3.1,No,Bank Transfer,2-Day Shipping,No,No,8,Bank Transfer,Quarterly
1789,66,Male,Blouse,Clothing,43,Illinois,Midwest,L,Pink,Summer,3.3,No,PayPal,Store Pickup,No,No,8,Cash,Bi-Weekly
1790,52,Male,Blouse,Clothing,87,Arizona,West,L,Peach,Spring,4.6,No,PayPal,2-Day Shipping,No,No,7,Debit Card,Quarterly
1791,50,Male,Gloves,Accessories,44,North Carolina,South,S,Violet,Summer,3.3,No,Credit Card,Store Pickup,No,No,5,PayPal,Bi-Weekly
1792,62,Male,Jeans,Clothing,26,Montana,West,S,Purple,Winter,2.7,No,Debit Card,Store Pickup,No,No,20,Cash,Annually
1793,38,Male,Sneakers,Footwear,89,Iowa,Midwest,M,Peach,Fall,4.6,No,Bank Transfer,Express,No,No,12,Debit Card,Every 3 Months
1794,65,Male,Hat,Accessories,73,Iowa,Midwest,S,White,Fall,4.1,No,Debit Card,Store Pickup,No,No,18,Cash,Every 3 Months
1795,60,Male,Backpack,Accessories,40,Ohio,Midwest,L,Indigo,Spring,3.2,No,Bank Transfer,Express,No,No,8,Debit Card,Fortnightly
1796,68,Male,Jeans,Clothing,26,Wisconsin,Midwest,S,Violet,Fall,2.7,No,Debit Card,2-Day Shipping,No,No,4,Debit Card,Fortnightly
1797,62,Male,Skirt,Clothing,49,South Carolina,South,S,Brown,Spring,3.4,No,Debit Card,Store Pickup,No,No,7,Venmo,Weekly
1798,62,Male,Belt,Accessories,53,Oregon,West,L,Maroon,Spring,3.6,No,PayPal,2-Day Shipping,No,No,7,Venmo,Weekly
1799,40,Male,Dress,Clothing,37,North Dakota,Midwest,L,Magenta,Winter,3.1,No,Credit Card,Express,No,No,16,Cash,Weekly
1800,32,Male,Hoodie,Clothing,45,California,West,M,Charcoal,Fall,3.3,No,Debit Card,Express,No,No,10,Venmo,Weekly
1801,22,Male,Coat,Outerwear,48,Mississippi,South,XL,Indigo,Winter,3.4,No,Cash,Express,No,No,12,Credit Card,Weekly
1802,33,Male,Sweater,Clothing,97,New Jersey,Northeast,M,Turquoise,Spring,4.9,No,Credit Card,Express,No,No,11,Debit Card,Fortnightly
1803,57,Male,Shorts,Clothing,96,Rhode Island,Northeast,L,Turquoise,Winter,4.9,No,Bank Transfer,Store Pickup,No,No,19,Venmo,Bi-Weekly
1804,60,Male,Sneakers,Footwear,70,New Hampshire,Northeast,S,Gray,Summer,4,No,PayPal,Free Shipping,No,No,19,Venmo,Fortnightly
1805,30,Male,Sweater,Clothing,52,Louisiana,South,L,Peach,Winter,3.5,No,Debit Card,Next Day Air,No,No,8,Credit Card,Weekly
1806,41,Male,T-shirt,Clothing,36,Arizona,West,L,Gold,Spring,3.1,No,Venmo,Store Pickup,No,No,12,Debit Card,Weekly
1807,58,Male,Handbag,Accessories,37,Rhode Island,Northeast,M,Green,Fall,3.1,No,Credit Card,Standard,No,No,13,Venmo,Annually
1808,34,Male,Sneakers,Footwear,32,Vermont,Northeast,L,Gold,Summer,2.9,No,PayPal,Standard,No,No,9,Venmo,Fortnightly
1809,67,Male,Jacket,Outerwear,97,Tennessee,South,M,Lavender,Spring,4.9,No,Credit Card,Next Day Air,No,No,14,Debit Card,Monthly
1810,58,Male,Backpack,Accessories,51,Alaska,West,S,Blue,Fall,3.5,No,Credit Card,Free Shipping,No,No,20,Debit Card,Fortnightly
1811,41,Male,Jeans,Clothing,89,Maryland,Northeast,M,Magenta,Fall,4.6,No,Credit Card,Standard,No,No,6,Cash,Bi-Weekly
1812,42,Male,Belt,Accessories,81,Wisconsin,Midwest,L,Blue,Summer,4.4,No,Bank Transfer,Standard,No,No,15,Bank Transfer,Annually
1813,50,Male,Boots,Footwear,22,Nevada,West,S,Blue,Summer,2.6,No,Venmo,Express,No,No,13,PayPal,Bi-Weekly
1814,40,Male,Shorts,Clothing,30,Illinois,Midwest,M,Olive,Spring,2.9,No,Credit Card,Free Shipping,No,No,12,PayPal,Weekly
1815,32,Male,Jeans,Clothing,63,Montana,West,M,White,Summer,3.8,No,Debit Card,Free Shipping,No,No,18,Cash,Quarterly
1816,51,Male,Shoes,Footwear,48,New Mexico,West,L,White,Winter,3.4,No,Venmo,2-Day Shipping,No,No,14,Credit Card,Every 3 Months
1817,26,Male,Hat,Accessories,82,Virginia,South,M,Purple,Summer,4.4,No,Venmo,Express,No,No,16,Cash,Weekly
1818,32,Male,T-shirt,Clothing,65,Delaware,Northeast,M,White,Summer,3.9,No,Credit Card,Free Shipping,No,No,5,Cash,Weekly
1819,58,Male,Sunglasses,Accessories,69,North Carolina,South,M,White,Fall,4,No,Credit Card,Express,No,No,8,Debit Card,Every 3 Months
1820,51,Male,Socks,Clothing,54,Nevada,West,S,Peach,Spring,3.6,No,Cash,Next Day Air,No,No,17,Cash,Quarterly
1821,19,Male,Shirt,Clothing,99,Washington,West,XL,Gold,Fall,5,No,PayPal,Express,No,No,19,PayPal,Monthly
1822,57,Male,Shorts,Clothing,52,Maine,Northeast,M,Teal,Spring,3.5,No,Credit Card,Express,No,No,11,PayPal,Quarterly
1823,66,Male,Shirt,Clothing,99,Connecticut,Northeast,S,Cyan,Summer,5,No,Cash,Standard,No,No,17,Cash,Annually
1824,62,Male,Socks,Clothing,81,Louisiana,South,L,Pink,Fall,4.4,No,Cash,Free Shipping,No,No,10,Bank Transfer,Bi-Weekly
1825,58,Male,Pants,Clothing,76,Illinois,Midwest,XL,Magenta,Winter,4.2,No,Credit Card,Express,No,No,9,Cash,Monthly
1826,23,Male,Boots,Footwear,61,South Dakota,Midwest,M,Pink,Winter,3.8,No,Bank Transfer,Next Day Air,No,No,15,Credit Card,Weekly
1827,45,Male,T-shirt,Clothing,46,Indiana,Midwest,M,Turquoise,Winter,3.4,No,PayPal,Express,No,No,12,Debit Card,Annually
1828,20,Male,T-shirt,Clothing,21,Vermont,Northeast,S,Pink,Spring,2.6,No,Cash,2-Day Shipping,No,No,7,Bank Transfer,Weekly
1829,33,Male,Coat,Outerwear,88,New Hampshire,Northeast,L,Gray,Spring,4.6,No,Debit Card,Express,No,No,16,Cash,Every 3 Months
1830,30,Male,Hat,Accessories,42,Oregon,West,M,White,Spring,3.2,No,Venmo,2-Day Shipping,No,No,19,Credit Card,Quarterly
1831,50,Male,Sunglasses,Accessories,43,Kansas,Midwest,M,Blue,Winter,3.3,No,Credit Card,Express,No,No,16,Venmo,Annually
1832,62,Male,Blouse,Clothing,92,Maine,Northeast,M,Cyan,Summer,4.7,No,Bank Transfer,Free Shipping,No,No,14,Bank Transfer,Every 3 Months
1833,69,Male,Jewelry,Accessories,28,Louisiana,South,M,Blue,Fall,2.8,No,Debit Card,Free Shipping,No,No,6,Cash,Monthly
1834,34,Male,Jewelry,Accessories,60,Louisiana,South,M,Yellow,Spring,3.7,No,Bank Transfer,2-Day Shipping,No,No,11,PayPal,Fortnightly
1835,49,Male,Skirt,Clothing,40,Indiana,Midwest,M,Charcoal,Summer,3.2,No,Venmo,2-Day Shipping,No,No,7,Venmo,Fortnightly
1836,65,Male,Scarf,Accessories,74,Kentucky,Midwest,M,Lavender,Fall,4.2,No,Cash,2-Day Shipping,No,No,15,Credit Card,Quarterly
1837,66,Male,Pants,Clothing,70,South Carolina,South,M,Teal,Fall,4,No,Cash,2-Day Shipping,No,No,10,Credit Card,Monthly
1838,41,Male,Hat,Accessories,82,Montana,West,M,Beige,Winter,4.4,No,PayPal,Free Shipping,No,No,15,Venmo,Monthly
1839,37,Male,Gloves,Accessories,64,Vermont,Northeast,L,Blue,Fall,3.9,No,Credit Card,Next Day Air,No,No,5,Credit Card,Quarterly
1840,32,Male,Shirt,Clothing,57,Mississippi,South,XL,Purple,Winter,3.7,No,Venmo,Store Pickup,No,No,16,Cash,Annually
1841,42,Male,Sandals,Footwear,25,Wyoming,West,M,Gold,Winter,2.7,No,Cash,Store Pickup,No,No,20,Bank Transfer,Every 3 Months
1842,31,Male,Socks,Clothing,45,Vermont,Northeast,L,Blue,Winter,3.3,No,Debit Card,Standard,No,No,11,PayPal,Every 3 Months
1843,61,Male,Handbag,Accessories,22,Alabama,South,M,Black,Summer,2.6,No,Bank Transfer,Express,No,No,16,Debit Card,Annually
1844,36,Male,Jacket,Outerwear,28,Kentucky,Midwest,M,Charcoal,Fall,2.8,No,Bank Transfer,Next Day Air,No,No,15,Credit Card,Monthly
1845,60,Male,Shorts,Clothing,80,South Dakota,Midwest,M,Purple,Spring,4.4,No,Venmo,2-Day Shipping,No,No,5,Credit Card,Annually
1846,51,Male,Sandals,Footwear,21,Delaware,Northeast,M,Orange,Winter,2.5,No,Debit Card,2-Day Shipping,No,No,16,Bank Transfer,Quarterly
1847,68,Male,Scarf,Accessories,24,Wisconsin,Midwest,M,Yellow,Summer,2.7,No,Debit Card,Standard,No,No,11,Venmo,Quarterly
1848,46,Male,Sandals,Footwear,74,Arizona,West,XL,Cyan,Summer,4.2,No,Debit Card,Free Shipping,No,No,20,Credit Card,Weekly
1849,19,Male,Jeans,Clothing,59,Maine,Northeast,XL,Yellow,Winter,3.7,No,Credit Card,Express,No,No,15,Cash,Every 3 Months
1850,30,Male,Skirt,Clothing,77,New Mexico,West,M,Maroon,Winter,4.2,No,Credit Card,Store Pickup,No,No,8,Bank Transfer,Monthly
1851,51,Male,Gloves,Accessories,27,Wyoming,West,S,Black,Winter,2.7,No,Credit Card,Store Pickup,No,No,15,Debit Card,Weekly
1852,28,Male,Skirt,Clothing,53,Delaware,Northeast,S,Lavender,Fall,3.5,No,Venmo,Free Shipping,No,No,16,Bank Transfer,Fortnightly
1853,41,Male,Sweater,Clothing,42,Pennsylvania,Northeast,XL,Violet,Winter,3.2,No,Cash,Store Pickup,No,No,16,Cash,Weekly
1854,29,Male,Blouse,Clothing,52,North Dakota,Midwest,XL,Olive,Spring,3.5,No,Bank Transfer,Express,No,No,13,PayPal,Fortnightly
1855,25,Male,Sweater,Clothing,31,Kentucky,Midwest,M,Teal,Spring,2.9,No,Credit Card,Express,No,No,12,Credit Card,Annually
1856,60,Male,Shirt,Clothing,91,Rhode Island,Northeast,XL,Teal,Spring,4.7,No,Bank Transfer,Standard,No,No,15,Cash,Annually
1857,63,Male,Jewelry,Accessories,57,Arizona,West,XL,Beige,Summer,3.7,No,Venmo,Free Shipping,No,No,11,PayPal,Bi-Weekly
1858,51,Male,T-shirt,Clothing,31,Colorado,West,L,Maroon,Summer,2.9,No,Cash,Next Day Air,No,No,17,Cash,Monthly
1859,22,Male,Scarf,Accessories,35,Maine,Northeast,S,Peach,Spring,3,No,Venmo,2-Day Shipping,No,No,14,Debit Card,Annually
1860,54,Male,Belt,Accessories,56,New Jersey,Northeast,L,Beige,Summer,3.6,No,Credit Card,Store Pickup,No,No,5,Debit Card,Fortnightly
1861,18,Male,T-shirt,Clothing,30,Kansas,Midwest,M,Silver,Summer,2.9,No,Credit Card,Next Day Air,No,No,13,Credit Card,Monthly
1862,29,Male,Sneakers,Footwear,67,South Dakota,Midwest,S,Peach,Fall,4,No,Bank Transfer,Standard,No,No,12,Debit Card,Monthly
1863,59,Male,Gloves,Accessories,21,New Hampshire,Northeast,M,Turquoise,Winter,2.5,No,Debit Card,Express,No,No,7,PayPal,Fortnightly
1864,25,Male,Sandals,Footwear,61,Connecticut,Northeast,L,Orange,Spring,3.8,No,Venmo,2-Day Shipping,No,No,4,Debit Card,Monthly
1865,19,Male,Backpack,Accessories,73,Wyoming,West,S,Cyan,Fall,4.1,No,Bank Transfer,2-Day Shipping,No,No,14,Venmo,Quarterly
1866,56,Male,Pants,Clothing,49,Missouri,Midwest,S,Silver,Summer,3.4,No,Venmo,Store Pickup,No,No,12,Bank Transfer,Monthly
1867,31,Male,T-shirt,Clothing,25,Alaska,West,XL,Gold,Winter,2.7,No,Debit Card,Standard,No,No,9,Credit Card,Fortnightly
1868,45,Male,Skirt,Clothing,21,Delaware,Northeast,M,Brown,Fall,2.6,No,Debit Card,2-Day Shipping,No,No,10,Venmo,Quarterly
1869,23,Male,Gloves,Accessories,76,Indiana,Midwest,M,Silver,Spring,4.2,No,Bank Transfer,Next Day Air,No,No,12,Cash,Fortnightly
1870,18,Male,Blouse,Clothing,58,West Virginia,South,S,Beige,Spring,3.7,No,PayPal,2-Day Shipping,No,No,15,Debit Card,Every 3 Months
1871,43,Male,Blouse,Clothing,35,Wyoming,West,L,Violet,Spring,3,No,Debit Card,Store Pickup,No,No,20,Debit Card,Fortnightly
1872,56,Male,Jeans,Clothing,91,Illinois,Midwest,XL,Violet,Fall,4.7,No,Bank Transfer,Standard,No,No,19,Cash,Every 3 Months
1873,43,Male,T-shirt,Clothing,51,Alaska,West,M,Lavender,Summer,3.5,No,Credit Card,Standard,No,No,13,Credit Card,Monthly
1874,64,Male,Sweater,Clothing,93,Wisconsin,Midwest,XL,Red,Fall,4.7,No,Credit Card,Express,No,No,9,Bank Transfer,Weekly
1875,67,Male,Pants,Clothing,52,Indiana,Midwest,L,Purple,Fall,3.5,No,Cash,Free Shipping,No,No,7,Cash,Weekly
1876,63,Male,Boots,Footwear,62,Tennessee,South,M,Brown,Winter,3.8,No,Debit Card,Next Day Air,No,No,14,Credit Card,Quarterly
1877,54,Male,Skirt,Clothing,78,Illinois,Midwest,M,Gray,Fall,4.3,No,Credit Card,Standard,No,No,7,Venmo,Quarterly
1878,69,Male,Gloves,Accessories,50,Pennsylvania,Northeast,L,Pink,Fall,3.4,No,Cash,Express,No,No,12,Credit Card,Annually
1879,34,Male,Socks,Clothing,35,Oklahoma,South,L,Magenta,Summer,3,No,Credit Card,Store Pickup,No,No,6,Credit Card,Monthly
1880,56,Male,T-shirt,Clothing,31,Tennessee,South,L,Charcoal,Spring,2.9,No,Debit Card,Express,No,No,7,Cash,Bi-Weekly
1881,34,Male,Blouse,Clothing,74,New Jersey,Northeast,L,Yellow,Fall,4.2,No,PayPal,2-Day Shipping,No,No,7,Debit Card,Monthly
1882,58,Male,Blouse,Clothing,42,New Jersey,Northeast,M,Red,Winter,3.2,No,Bank Transfer,Standard,No,No,8,Cash,Bi-Weekly
1883,44,Male,Scarf,Accessories,53,Tennessee,South,L,Blue,Winter,3.5,No,Debit Card,Store Pickup,No,No,11,Bank Transfer,Quarterly
1884,25,Male,Backpack,Accessories,77,Georgia,South,M,Cyan,Spring,4.2,No,PayPal,Store Pickup,No,No,12,Debit Card,Fortnightly
1885,27,Male,Shorts,Clothing,81,Arizona,West,S,Pink,Summer,4.4,No,Bank Transfer,Next Day Air,No,No,6,Bank Transfer,Bi-Weekly
1886,26,Male,Jewelry,Accessories,20,Nevada,West,S,Maroon,Winter,2.5,No,Credit Card,Standard,No,No,11,Cash,Monthly
1887,18,Male,Gloves,Accessories,72,Arkansas,South,L,Beige,Spring,4.1,No,Cash,Next Day Air,No,No,18,Cash,Bi-Weekly
1888,64,Male,Hoodie,Clothing,22,North Dakota,Midwest,XL,Gold,Fall,2.6,No,Cash,Express,No,No,9,PayPal,Monthly
